en,gu
"We reserve the unconditional right to change, modify, add, or remove any part of these Terms at any time, without specifically notifying you of such changes. Any changes or updates will be effective immediately. You take the responsibility to check these Terms of Use periodically for changes. Your continued use of the platform post such revision shall constitute acceptance of the modified Terms.","અમે તમને આવા ફેરફારો વિશે ખાસ જાણ કર્યા વિના કોઈપણ સમયે આ શરતોના કોઈપણ ભાગને બદલવા, સંશોધિત કરવા, ઉમેરવા અથવા દૂર કરવાનો બિનશરતી અધિકાર અનામત રાખીએ છીએ. કોઈપણ ફેરફારો અથવા અપડેટ તરત જ અસરકારક રહેશે. તમે ફેરફારો માટે સમયાંતરે આ ઉપયોગની શરતો તપાસવાની જવાબદારી લો છો. આવા પુનરાવર્તન પછી પ્લેટફોર્મનો તમારો સતત ઉપયોગ સંશોધિત શરતોની સ્વીકૃતિનું નિર્માણ કરશે."
IV. ACCOUNT REGISTRATION,IV. એકાઉન્ટ રજીસ્ટ્રેશન
"You may browse the Site without registering for an account. You will be required to register for an account with your mobile number, if you intent to use certain features or services offered by the Site.","તમે એકાઉન્ટ માટે નોંધણી કર્યા વિના સાઇટ બ્રાઉઝ કરી શકો છો. જો તમે સાઇટ દ્વારા ઓફર કરવામાં આવતી અમુક સુવિધાઓ અથવા સેવાઓનો ઉપયોગ કરવાનો ઇરાદો ધરાવો છો, તો તમારે તમારા મોબાઇલ નંબર સાથે એકાઉન્ટ માટે નોંધણી કરાવવાની જરૂર પડશે."
"By acceptance of these Terms, you expressly agree to authorize us to use your identity information (including Aadhaar details) and also of all the other members registered in your account.","આ શરતોની સ્વીકૃતિ દ્વારા, તમે સ્પષ્ટપણે અમને તમારી ઓળખ માહિતી (આધાર વિગતો સહિત) અને તમારા ખાતામાં નોંધાયેલા અન્ય તમામ સભ્યોનો ઉપયોગ કરવા માટે અધિકૃત કરવા માટે સંમત થાઓ છો."
You are solely responsible for maintaining the confidentiality of your personal information and registration and all activities that might result from you failing from keeping this information secure. Your registration or mobile number shall be kept confidential,તમારી અંગત માહિતી અને નોંધણીની પ્રાઇવસી જાળવવા અને આ માહિતીને સુરક્ષિત રાખવામાં તમે નિષ્ફળ જવાથી પરિણમી શકે તેવી તમામ પ્રવૃત્તિઓ માટે તમે સંપૂર્ણપણે જવાબદાર છો. તમારું રજીસ્ટ્રેશન અથવા મોબાઈલ નંબર ગુપ્ત રાખવામાં આવશે
You undertake that:,તમે તે લો છો:
You have obtained consent from the concerned individuals for creating their records through your account.,તમે તમારા એકાઉન્ટ દ્વારા તેમના રેકોર્ડ બનાવવા માટે સંબંધિત વ્યક્તિઓ પાસેથી સંમતિ મેળવી છે.
Your account or mobile number shall not include the name of another person with the intent to impersonate that person.,તમારા એકાઉન્ટ અથવા મોબાઇલ નંબરમાં તે વ્યક્તિનો ઢોંગ કરવાના ઉદ્દેશ્ય સાથે અન્ય વ્યક્તિનું નામ શામેલ હોવું જોઈએ નહીં.
You shall not use another user's account without their permission.,તમે અન્ય વપરાશકર્તાના એકાઉન્ટનો તેમની પરવાનગી વિના ઉપયોગ કરશો નહીં.
"You shall immediately notify us in writing, if you discover any unauthorized use of your account or other account-related security breach. If we receive a complaint that your account violates someone else's rights, or violates our policies we may cancel or block your account.","જો તમને તમારા એકાઉન્ટનો કોઈપણ અનધિકૃત ઉપયોગ અથવા અન્ય એકાઉન્ટ-સંબંધિત સુરક્ષા ભંગ જણાય તો તમે અમને તરત જ લેખિતમાં જાણ કરશો. જો અમને ફરિયાદ મળે છે કે તમારું એકાઉન્ટ કોઈ બીજાના અધિકારોનું ઉલ્લંઘન કરે છે, અથવા અમારી નીતિઓનું ઉલ્લંઘન કરે છે, તો અમે તમારું એકાઉન્ટ રદ અથવા અવરોધિત કરી શકીએ છીએ."
"You shall not attempt to conceal your identity by using multiple Internet Protocol addresses or mobile no, or by any other means, to register participants on the Site",સાઇટ પર સહભાગીઓની નોંધણી કરવા માટે તમે બહુવિધ ઇન્ટરનેટ પ્રોટોકોલ સરનામાં અથવા મોબાઇલ નંબરનો ઉપયોગ કરીને અથવા અન્ય કોઈપણ માધ્યમથી તમારી ઓળખ છુપાવવાનો પ્રયાસ કરશો નહીં
V. ACCESS PERMISSIONS,V. ઍક્સેસ પરવાનગીઓ
You will only access (or attempt to access) the Site by the means described in the Documentation and will comply with the terms and conditions of this Agreement.,તમે માત્ર દસ્તાવેજીકરણમાં વર્ણવેલ માધ્યમથી જ સાઇટને ઍક્સેસ કરશો (અથવા ઍક્સેસ કરવાનો પ્રયાસ કરશો) અને આ કરારના નિયમો અને શરતોનું પાલન કરશો.
"You will comply with all Central and State laws, rules and regulations applicable to you and your use of the Site and affecting any third-party rights.","તમે તમામ કેન્દ્રીય અને રાજ્ય કાયદાઓ, નિયમો અને નિયમોનું પાલન કરશો જે તમને અને સાઇટના તમારા ઉપયોગને લાગુ પડે છે અને કોઈપણ તૃતીય-પક્ષ અધિકારોને અસર કરે છે."
VI. ACCESS RESTRICTIONS,VI. ઍક્સેસ પ્રતિબંધો
"You shall not, either on your own or through any other person:","તમે, તમારી જાતે અથવા અન્ય કોઈ વ્યક્તિ દ્વારા નહીં:"
Restrict or inhibit any other person from using the Site,કોઈપણ અન્ય વ્યક્તિને સાઇટનો ઉપયોગ કરવાથી પ્રતિબંધિત અથવા પ્રતિબંધિત કરો
