en,pa
*Height should be between 38 to 150,*ਕੱਦ 38 ਤੋਂ 150 ਦੇ ਵਿਚਕਾਰ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ
CM,ਸੈਮੀ
Weight (KG) ,ਭਾਰ (ਕਿਗ੍ਰਾ) 
*,*
*Weight should be between 0.90 to 58,*ਭਾਰ 0.90 ਤੋਂ 58 ਦੇ ਵਿਚਕਾਰ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ
KG,ਕਿਗ੍ਰਾ
Show Results,ਨਤੀਜੇ ਦਿਖਾਓ
What is Poshan Calculator,ਪੋਸ਼ਨ ਕੈਲਕੁਲੇਟਰ ਕੀ ਹੈ
Poshan Calculator helps to identify various health conditions of the child as per World Health Organization (WHO) standards.,ਪੋਸ਼ਨ ਕੈਲਕੁਲੇਟਰ ਵਿਸ਼ਵ ਸਿਹਤ ਸੰਗਠਨ (ਡਬਲਯੂਐਚਓ) ਦੇ ਮਾਪਦੰਡਾਂ ਅਨੁਸਾਰ ਬੱਚੇ ਦੀਆਂ ਵੱਖ-ਵੱਖ ਸਿਹਤ ਸਥਿਤੀਆਂ ਦੀ ਪਛਾਣ ਕਰਨ ਵਿੱਚ ਮਦਦ ਕਰਦਾ ਹੈ.
WHO standards are :,ਡਬਲਯੂਐਚਓ ਦੇ ਮਾਪਦੰਡ ਹਨ :
Stunting ( Height for Age)- ,ਰੁਕਿਆ ਵਾਧਾ (ਉਮਰ ਅਨੁਸਾਰ ਕੱਦ) 
0 months to 6 years,0 ਮਹੀਨੇ ਤੋਂ 6 ਸਾਲ
Severely Stunted,ਬੁਰੀ ਤਰ੍ਹਾਂ ਸਟੰਟ ਹੋਇਆ
Moderately stunted,ਔਸਤ ਰੂਪ ਨਾਲ ਅਵਿਕਸਿਤ
Normal,ਆਮ
Underweight (Weight for Age)- ,ਘੱਟ ਭਾਰ (ਉਮਰ ਅਨੁਸਾਰ ਭਾਰ) 
0 months to 6 years,0 ਮਹੀਨੇ ਤੋਂ 6 ਸਾਲ
Severely Underweight,ਬਹੁਤ ਘੱਟ ਭਾਰ
Moderately Underweight,ਦਰਮਿਆਨਾ ਘੱਟ ਭਾਰ
Normal,ਆਮ
Wasting (Weight for Height)- ,ਦੁਰਬਲਤਾ (ਕੱਦ ਅਨੁਸਾਰ ਵਜ਼ਨ)- 
0 months to 5 years,0 ਮਹੀਨੇ ਤੋਂ 5 ਸਾਲ
Severely Wasted (SAM),ਬਹੁਤ ਦੁਰਬਲਤਾ (ਐਸਏਐਮ)
Moderately Wasted (MAM),ਦਰਮਿਆਨੀ ਦੁਰਬਲਤਾ (ਐਮਏਐਮ)
Normal,ਆਮ
Overweight,ਵੱਧ ਭਾਰ
Obese,ਮੋਟਾ
Above standards are defined as per given above mentioned age brackets,ਉਪਰੋਕਤ ਮਾਪਦੰਡਾਂ ਨੂੰ ਉੱਪਰ ਦੱਸੇ ਗਏ ਉਮਰ ਬਰੈਕਟਾਂ ਅਨੁਸਾਰ ਪਰਿਭਾਸ਼ਿਤ ਕੀਤਾ ਗਿਆ ਹੈ
About Reference tables,ਸੰਬੰਧਿਤ ਸਾਰਣੀ ਬਾਰੇ
The WHO Multicentre Growth Reference Study (MGRS) was undertakenbetween 1997 and 2003 to generate new growth curves for assessing the growth and development of infants and young children around the world.,1997 ਅਤੇ 2003 ਦੇ ਵਿਚਕਾਰ ਦੁਨੀਆ ਭਰ ਦੇ ਨਵਜੰਮੇ ਬੱਚਿਆਂ ਅਤੇ ਛੋਟੇ ਬੱਚਿਆਂ ਦੇ ਵਾਧੇ ਅਤੇ ਵਿਕਾਸ ਦਾ ਮੁਲਾਂਕਣ ਕਰਨ ਲਈ ਨਵੇਂ ਵਿਕਾਸ ਵਕਰ ਤਿਆਰ ਕਰਨ ਲਈ WHO ਮਲਟੀਸੈਂਟਰ ਗਰੋਥ ਰੈਫਰੈਂਸ ਸਟੱਡੀ (MGRS) ਕੀਤੀ ਗਈ ਸੀ।.
"The MGRS collected primary growth data and related information from approximately 8500 children from widely different ethnic backgrounds and cultural settings (Brazil, Ghana, India, Norway, Oman and the USA).","MGRS ਨੇ ਵਿਆਪਕ ਤੌਰ 'ਤੇ ਵੱਖ-ਵੱਖ ਨਸਲੀ ਪਿਛੋਕੜ ਅਤੇ ਸੱਭਿਆਚਾਰਕ ਦੇ (ਬ੍ਰਾਜ਼ੀਲ, ਘਾਨਾ, ਭਾਰਤ, ਨਾਰਵੇ, ਓਮਾਨ ਅਤੇ ਅਮਰੀਕਾ) ਲਗਭਗ 8500 ਬੱਚਿਆਂ ਤੋਂ ਪ੍ਰਾਇਮਰੀ ਵਿਕਾਸ ਅੰਕੜੇ ਅਤੇ ਸੰਬੰਧਿਤ ਜਾਣਕਾਰੀ ਇਕੱਠੀ ਕੀਤੀ।."
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development.,ਨਵੇਂ ਵਿਕਾਸ ਵਕਰਾਂ ਤੋਂ ਉਮੀਦ ਕੀਤੀ ਜਾਂਦੀ ਹੈ ਕਿ ਉਹ ਇੱਕ ਅਜਿਹਾ ਅੰਤਰਰਾਸ਼ਟਰੀ ਮਿਆਰ ਪ੍ਰਦਾਨ ਕਰੇਗਾ ਜੋ ਜਨਮ ਤੋਂ ਲੈ ਕੇ ਪੰਜ ਸਾਲ ਦੀ ਉਮਰ ਤੱਕ ਦੇ ਸਾਰੇ ਬੱਚਿਆਂ ਲਈ ਸਰੀਰਕ ਵਿਕਾਸ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਵਰਣਨ ਦਰਸਾਉਂਏ ਅਤੇ ਛਾਤੀ ਦਾ ਦੁੱਧ ਚੁੰਘਣ ਵਾਲੇ ਬੱਚੇ ਨੂੰ ਵਾਧੇ ਅਤੇ ਵਿਕਾਸ ਲਈ ਆਦਰਸ਼ ਮਾਡਲ ਵਜੋਂ ਸਥਾਪਿਤ ਕਰਦਾ ਹੈ।.
How to revive your Health?,ਆਪਣੀ ਸਿਹਤ ਨੂੰ ਕਿਵੇਂ ਠੀਕ ਕਰਨਾ ਹੈ?
How to revive your health if you are Severely Wasted (SAM),ਜੇ ਤੁਸੀਂ ਗੰਭੀਰ ਤੌਰ 'ਤੇ ਦੁਰਬਲ ਹੋ ਗਏ ਹੋ (ਐਸਏਐਮ) ਤਾਂ ਆਪਣੀ ਸਿਹਤ ਨੂੰ ਕਿਵੇਂ ਠੀਕ ਕਰਨਾ ਹੈ
How to revive your health if you are Moderately Wasted (MAM),ਜੇ ਤੁਸੀਂ ਮੱਧਮ ਤੌਰ 'ਤੇ ਦੁਰਬਲ ਹੋ (ਐਮਏਐਮ) ਤਾਂ ਆਪਣੀ ਸਿਹਤ ਨੂੰ ਕਿਵੇਂ ਠੀਕ ਕਰਨਾ ਹੈ
How to revive your health if you are Underweight,ਜੇਕਰ ਤੁਹਾਡਾ ਭਾਰ ਘੱਟ ਹੈ ਤਾਂ ਆਪਣੀ ਸਿਹਤ ਨੂੰ ਕਿਵੇਂ ਠੀਕ ਕਰਨਾ ਹੈ
×,×
Support,ਸਹਿਯੋਗ
 14408, 14408
 support-poshantrackr@gov.in, support-poshantrackr@gov.in
Download Mobile App,ਮੋਬਾਈਲ ਐਪ ਡਾਊਨਲੋਡ ਕਰੋ
Powered By,Powered By
About,ਦੇ ਬਾਰੇ
Resources,ਸਰੋਤ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Helpdesk,ਹੈਲਪਡੈਸਕ
FAQ,ਅਕਸਰ ਪੁੱਛੇ ਜਾਣ ਵਾਲੇ ਪ੍ਰਸ਼ਨ
Poshan Calculator,ਪੋਸ਼ਣ ਕੈਲਕੁਲੇਟਰ (ਗਣਨ ਯੰਤਰ)
Terms of Service,ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ
Privacy Policy,ਗੋਪਨੀਅਤਾ ਨੀਤੀ
Careers,ਕਰੀਅਰ
Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved
 You need to enable JavaScript to run this app., You need to enable JavaScript to run this app.
Poshan Helpline:,Poshan Helpline:
14408,14408
JanAndolan,JanAndolan
ABHA (Health ID),ABHA ( ਸਵਾਸਥ ਆਈ ਡੀ)
Language,ਭਾਸ਼ਾ
About,ਦੇ ਬਾਰੇ
Resources,ਸਰੋਤ
Resources,ਸਰੋਤ
Vaccination Schedule,ਟੀਕਾਕਰਨ ਅਨੁਸੂਚੀ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Mission Utkarsh,Mission Utkarsh
Helpdesk,ਹੈਲਪਡੈਸਕ
Beneficiary Redressal,ਲਾਭਪਾਤਰੀ ਨਿਵਾਰਣ
State Helpdesk,ਸਟੇਟ ਹੈਲਪਡੈਸਕ
FAQ,ਅਕਸਰ ਪੁੱਛੇ ਜਾਣ ਵਾਲੇ ਪ੍ਰਸ਼ਨ
Poshan Calculator,ਪੋਸ਼ਣ ਕੈਲਕੁਲੇਟਰ (ਗਣਨ ਯੰਤਰ)
Login,ਲਾਗਇਨ
Terms of Service,ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ
Welcome! The following are the Terms of Service (“Terms”) that govern your use of the Poshan Tracker Platform hosted at ,"ਜੀ ਆਇਆਂ ਨੂੰ! ਹੇਠਾਂ ਦਿੱਤੀਆਂ ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ (""ਸ਼ਰਤਾਂ"") ਹਨ ਜੋ "
https://poshantracker.in,https://poshantracker.in
", and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the “Site”)."," 'ਤੇ ਹੋਸਟ ਕੀਤੇ ਪੋਸ਼ਣ ਟਰੈਕਰ ਪਲੇਟਫਾਰਮ ਦੀ ਤੁਹਾਡੀ ਵਰਤੋਂ ਨੂੰ ਨਿਯੰਤ੍ਰਿਤ ਕਰਦੀਆਂ ਹਨ, ਅਤੇ ਸਾਰੀਆਂ ਸੰਬੰਧਿਤ ਸਾਈਟਾਂ ਇਸ ਨੂੰ, ਇਸਦੀਆਂ ਸਹਾਇਕ ਕੰਪਨੀਆਂ ਨਾਲ ਲਿੰਕ ਕੀਤੀਆਂ ਹਨ (ਸਮੂਹਿਕ ਤੌਰ 'ਤੇ, ""ਸਾਈਟ"")।"
I. OWNERSHIP,I. ਮਲਕੀਅਤ
"The Site and all data, text, designs, pages, print screens, images, artwork, photographs, audio and video clips, HTML code, source code, or software that reside or are viewable or otherwise discoverable on the Site, and all participants booked from the Site, (collectively, termed as the “Content”) are owned by Ministry of Women and Child Development and their authorised service providers.","ਸਾਈਟ ਅਤੇ ਸਾਰਾ ਡਾਟਾ, ਲਿਖਤ, ਡਿਜ਼ਾਈਨ, ਪੰਨੇ, ਪ੍ਰਿੰਟ ਸਕ੍ਰੀਨ, ਚਿੱਤਰ, ਆਰਟਵਰਕ, ਫੋਟੋਆਂ, ਆਡੀਓ ਅਤੇ ਵੀਡੀਓ ਕਲਿੱਪ, HTML ਕੋਡ, ਸਰੋਤ ਕੋਡ, ਜਾਂ ਸੌਫਟਵੇਅਰ ਜੋ ਸਾਈਟ 'ਤੇ ਹਨ ਜਾਂ ਦੇਖਣਯੋਗ ਜਾਂ ਹੋਰ ਖੋਜਣ ਯੋਗ ਹਨ, ਅਤੇ ਸਾਈਟ ਤੋਂ ਬੁੱਕ ਕੀਤੇ ਸਾਰੇ ਭਾਗੀਦਾਰ, (ਸਮੂਹਿਕ ਤੌਰ 'ਤੇ, ""ਸਮੱਗਰੀ"" ਕਿਹਾ ਜਾਂਦਾ ਹੈ) ਮਹਿਲਾ ਅਤੇ ਬਾਲ ਵਿਕਾਸ ਮੰਤਰਾਲੇ ਅਤੇ ਉਹਨਾਂ ਦੇ ਅਧਿਕਾਰਤ ਸੇਵਾ ਪ੍ਰਦਾਤਾਵਾਂ ਦੀ ਮਲਕੀਅਤ ਹੈ।"
II. CONSENT,II. ਸਹਿਮਤੀ
"Our Privacy Policy, Open API Policy and any other policies, rules or guidelines that may be applicable to particular offers or features on the Site are incorporated in these Terms. By visiting or using the Site, you expressly agree to these Terms, as updated from time to time.","ਸਾਡੀ ਗੋਪਨੀਅਤਾ ਨੀਤੀ, ਓਪਨ API ਨੀਤੀ ਅਤੇ ਕਈ ਹੋਰ ਨੀਤੀਆਂ, ਨਿਯਮ ਜਾਂ ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼ ਜੋ ਸਾਈਟ 'ਤੇ ਵਿਸ਼ੇਸ਼ ਪੇਸ਼ਕਸ਼ਾਂ ਜਾਂ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ 'ਤੇ ਲਾਗੂ ਹੋ ਸਕਦੇ ਹਨ, ਨੂੰ ਇਹਨਾਂ ਨਿਯਮਾਂ ਵਿੱਚ ਸ਼ਾਮਲ ਕੀਤਾ ਗਿਆ ਹੈ। ਸਾਈਟ 'ਤੇ ਜਾ ਕੇ ਜਾਂ ਇਸਦੀ ਵਰਤੋਂ ਕਰਕੇ, ਤੁਸੀਂ ਸਮੇਂ-ਸਮੇਂ 'ਤੇ ਅੱਪਡੇਟ ਕੀਤੇ ਗਏ ਇਨ੍ਹਾਂ ਨਿਯਮਾਂ ਨਾਲ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਸਹਿਮਤ ਹੁੰਦੇ ਹੋ।"
"If you do not agree with any part of these terms, do not use the site. You may not use the Site in any manner and may not accept the Terms if you are not of legal age to form a binding contract.","ਜੇਕਰ ਤੁਸੀਂ ਇਹਨਾਂ ਸ਼ਰਤਾਂ ਦੇ ਕਿਸੇ ਵੀ ਹਿੱਸੇ ਨਾਲ ਸਹਿਮਤ ਨਹੀਂ ਹੋ, ਤਾਂ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਨਾ ਕਰੋ। ਤੁਸੀਂ ਕਿਸੇ ਵੀ ਤਰੀਕੇ ਨਾਲ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ ਅਤੇ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ ਜੇਕਰ ਇੱਕ ਇਕਰਾਰਨਾਮਾ ਬਣਾਉਣ ਲਈ ਤੁਹਾਡੀ ਉਮਰ ਕਾਨੂੰਨਨ ਯੋਗ ਨਹੀਂ ਹੈ।"
III. NOTICE REGARDING FUTURE CHANGES TO TERMS:,III. ਸ਼ਰਤਾਂ ਵਿੱਚ ਭਵਿੱਖ'ਚ ਤਬਦੀਲੀਆਂ ਬਾਰੇ ਨੋਟਿਸ:
"We reserve the unconditional right to change, modify, add, or remove any part of these Terms at any time, without specifically notifying you of such changes. Any changes or updates will be effective immediately. You take the responsibility to check these Terms of Use periodically for changes. Your continued use of the platform post such revision shall constitute acceptance of the modified Terms.","ਅਸੀਂ ਕਿਸੇ ਵੀ ਸਮੇਂ ਇਹਨਾਂ ਨਿਯਮਾਂ ਦੇ ਕਿਸੇ ਵੀ ਹਿੱਸੇ ਨੂੰ ਬਦਲਣ, ਸੰਸ਼ੋਧਿਤ ਕਰਨ, ਜੋੜਨ ਜਾਂ ਹਟਾਉਣ ਦਾ ਬਿਨਾਂ ਸ਼ਰਤ, ਖਾਸ ਤੌਰ 'ਤੇ ਤੁਹਾਨੂੰ ਅਜਿਹੀਆਂ ਤਬਦੀਲੀਆਂ ਬਾਰੇ ਸੂਚਿਤ ਕੀਤੇ ਬਿਨਾਂ, ਅਧਿਕਾਰ ਰਾਖਵਾਂ ਰੱਖਦੇ ਹਾਂ। ਕੋਈ ਵੀ ਬਦਲਾਅ ਜਾਂ ਅੱਪਡੇਟ ਤੁਰੰਤ ਪ੍ਰਭਾਵੀ ਹੋਣਗੇ। ਤੁਸੀਂ ਤਬਦੀਲੀਆਂ ਲਈ ਸਮੇਂ-ਸਮੇਂ 'ਤੇ ਵਰਤੋਂ ਦੀਆਂ ਇਨ੍ਹਾਂ ਸ਼ਰਤਾਂ ਦੀ ਜਾਂਚ ਕਰਨ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਲੈਂਦੇ ਹੋ। ਅਜਿਹੇ ਸੰਸ਼ੋਧਨ ਤੋਂ ਬਾਅਦ ਪਲੇਟਫਾਰਮ ਦੀ ਤੁਹਾਡੀ ਨਿਰੰਤਰ ਵਰਤੋਂ ਸੋਧੀਆਂ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਕਰੇਗੀ।"
IV. ACCOUNT REGISTRATION,IV. ਖਾਤਾ ਰਜਿਸਟ੍ਰੇਸ਼ਨ
"You may browse the Site without registering for an account. You will be required to register for an account with your mobile number, if you intent to use certain features or services offered by the Site.","ਤੁਸੀਂ ਕਿਸੇ ਖਾਤੇ ਲਈ ਰਜਿਸਟਰ ਕੀਤੇ ਬਿਨਾਂ ਸਾਈਟ ਨੂੰ ਬ੍ਰਾਊਜ਼ ਕਰ ਸਕਦੇ ਹੋ। ਜੇਕਰ ਤੁਸੀਂ ਸਾਈਟ ਦੁਆਰਾ ਪੇਸ਼ ਕੀਤੀਆਂ ਗਈਆਂ ਕੁਝ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਜਾਂ ਸੇਵਾਵਾਂ ਦੀ ਵਰਤੋਂ ਕਰਨ ਦਾ ਇਰਾਦਾ ਰੱਖਦੇ ਹੋ, ਤਾਂ ਤੁਹਾਨੂੰ ਆਪਣੇ ਮੋਬਾਈਲ ਨੰਬਰ ਦੇ ਨਾਲ ਇੱਕ ਖਾਤੇ ਲਈ ਰਜਿਸਟਰ ਕਰਨ ਦੀ ਲੋੜ ਹੋਵੇਗੀ।"
"By acceptance of these Terms, you expressly agree to authorize us to use your identity information (including Aadhaar details) and also of all the other members registered in your account.","ਇਹਨਾਂ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਕਰਕੇ, ਤੁਸੀਂ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਸਾਨੂੰ ਤੁਹਾਡੀ ਅਤੇ ਤੁਹਾਡੇ ਖਾਤੇ ਵਿੱਚ ਰਜਿਸਟਰ ਕੀਤੇ ਗਏ ਹੋਰ ਸਾਰੇ ਮੈਂਬਰਾਂ ਦੀ ਪਛਾਣ ਜਾਣਕਾਰੀ (ਆਧਾਰ ਵੇਰਵਿਆਂ ਸਮੇਤ) ਦੀ ਵਰਤੋਂ ਕਰਨ ਦੇ ਅਧਿਕਾਰ ਲਈ ਸਹਿਮਤੀ ਦਿੰਦੇ ਹੋ।"
You are solely responsible for maintaining the confidentiality of your personal information and registration and all activities that might result from you failing from keeping this information secure. Your registration or mobile number shall be kept confidential,ਤੁਸੀਂ ਆਪਣੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਅਤੇ ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਅਤੇ ਇਸ ਜਾਣਕਾਰੀ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਣ ਵਿੱਚ ਅਸਫਲ ਰਹਿਣ ਦੇ ਨਤੀਜੇ ਵਜੋਂ ਹੋਣ ਵਾਲੀਆਂ ਸਾਰੀਆਂ ਗਤੀਵਿਧੀਆਂ ਦੀ ਗੁਪਤਤਾ ਨੂੰ ਬਣਾਈ ਰੱਖਣ ਲਈ ਪੂਰੀ ਤਰ੍ਹਾਂ ਜ਼ਿੰਮੇਵਾਰ ਹੋ। ਤੁਹਾਡੀ ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਜਾਂ ਮੋਬਾਈਲ ਨੰਬਰ ਨੂੰ ਗੁਪਤ ਰੱਖਿਆ ਜਾਵੇਗਾ
You undertake that:,ਤੁਸੀਂ ਇਹ ਮੰਨਦੇ ਹੋ:
You have obtained consent from the concerned individuals for creating their records through your account.,ਤੁਸੀਂ ਆਪਣੇ ਖਾਤੇ ਰਾਹੀਂ ਆਪਣੇ ਰਿਕਾਰਡ ਬਣਾਉਣ ਲਈ ਸਬੰਧਤ ਵਿਅਕਤੀਆਂ ਤੋਂ ਸਹਿਮਤੀ ਪ੍ਰਾਪਤ ਕੀਤੀ ਹੈ।
Your account or mobile number shall not include the name of another person with the intent to impersonate that person.,ਤੁਹਾਡੇ ਖਾਤੇ ਜਾਂ ਮੋਬਾਈਲ ਨੰਬਰ ਵਿੱਚ ਉਸ ਵਿਅਕਤੀ ਦੀ ਨਕਲ ਕਰਨ ਦੇ ਇਰਾਦੇ ਵਾਲੇ ਕਿਸੇ ਹੋਰ ਵਿਅਕਤੀ ਦਾ ਨਾਮ ਸ਼ਾਮਲ ਨਹੀਂ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ।
You shall not use another user's account without their permission.,ਤੁਸੀਂ ਕਿਸੇ ਹੋਰ ਉਪਭੋਗਤਾ ਦੇ ਖਾਤੇ ਦੀ ਵਰਤੋਂ ਉਹਨਾਂ ਦੀ ਇਜਾਜ਼ਤ ਤੋਂ ਬਿਨਾਂ ਨਹੀਂ ਕਰੋਗੇ।
"You shall immediately notify us in writing, if you discover any unauthorized use of your account or other account-related security breach. If we receive a complaint that your account violates someone else's rights, or violates our policies we may cancel or block your account.","ਜੇਕਰ ਤੁਹਾਨੂੰ ਆਪਣੇ ਖਾਤੇ ਦੀ ਕੋਈ ਅਣਅਧਿਕਾਰਤ ਵਰਤੋਂ ਜਾਂ ਖਾਤਾ-ਸਬੰਧਤ ਸੁਰੱਖਿਆ ਉਲੰਘਣਾ ਦਾ ਪਤਾ ਲੱਗਦਾ ਹੈ ਤਾਂ ਤੁਸੀਂ ਸਾਨੂੰ ਤੁਰੰਤ ਲਿਖਤੀ ਰੂਪ ਵਿੱਚ ਸੂਚਿਤ ਕਰੋਗੇ। ਜੇਕਰ ਸਾਨੂੰ ਕੋਈ ਸ਼ਿਕਾਇਤ ਮਿਲਦੀ ਹੈ ਕਿ ਤੁਹਾਡਾ ਖਾਤਾ ਕਿਸੇ ਹੋਰ ਦੇ ਅਧਿਕਾਰਾਂ ਦੀ ਉਲੰਘਣਾ ਕਰਦਾ ਹੈ, ਜਾਂ ਸਾਡੀਆਂ ਨੀਤੀਆਂ ਦੀ ਉਲੰਘਣਾ ਕਰਦਾ ਹੈ ਤਾਂ ਅਸੀਂ ਤੁਹਾਡੇ ਖਾਤੇ ਨੂੰ ਰੱਦ ਜਾਂ ਬੰਦ ਕਰ ਸਕਦੇ ਹਾਂ।"
"You shall not attempt to conceal your identity by using multiple Internet Protocol addresses or mobile no, or by any other means, to register participants on the Site","ਤੁਸੀਂ ਸਾਈਟ 'ਤੇ ਭਾਗੀਦਾਰਾਂ ਨੂੰ ਰਜਿਸਟਰ ਕਰਨ ਲਈ ਮਲਟੀਪਲ ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਪਤੇ ਜਾਂ ਮੋਬਾਈਲ ਨੰਬਰ, ਜਾਂ ਕਿਸੇ ਹੋਰ ਤਰੀਕੇ ਨਾਲ ਆਪਣੀ ਪਛਾਣ ਛੁਪਾਉਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਨਹੀਂ ਕਰੋਗੇ।"
V. ACCESS PERMISSIONS,V. ਪ੍ਰਵੇਸ਼ ਅਨੁਮਤੀਆਂ
You will only access (or attempt to access) the Site by the means described in the Documentation and will comply with the terms and conditions of this Agreement.,ਤੁਸੀਂ ਸਿਰਫ਼ ਦਸਤਾਵੇਜ਼ ਵਿੱਚ ਵਰਣਨ ਕੀਤੇ ਸਾਧਨਾਂ ਦੁਆਰਾ ਸਾਈਟ ਤੇ ਪ੍ਰਵੇਸ਼ (ਜਾਂ ਐਕਸੈਸ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼) ਕਰੋਗੇ ਅਤੇ ਇਸ ਸਮਝੌਤੇ ਦੇ ਨਿਯਮਾਂ ਅਤੇ ਸ਼ਰਤਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋਗੇ।
"You will comply with all Central and State laws, rules and regulations applicable to you and your use of the Site and affecting any third-party rights.","ਤੁਸੀਂ ਸਾਰੇ ਕੇਂਦਰੀ ਅਤੇ ਰਾਜ ਦੇ ਕਾਨੂੰਨਾਂ, ਨਿਯਮਾਂ ਅਤੇ ਵਿਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋਗੇ ਜੋ ਤੁਹਾਡੇ ਅਤੇ ਤੁਹਾਡੇ ਦੁਆਰਾ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਤੇ ਲਾਗੂ ਹੁੰਦੇ ਹਨ ਅਤੇ ਕਿਸੇ ਵੀ ਤੀਜੀ-ਧਿਰ ਦੇ ਅਧਿਕਾਰਾਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰ ਸਕਦੇ ਹਨ।"
VI. ACCESS RESTRICTIONS,VI. ਪ੍ਰਵੇਸ਼ ਪਾਬੰਦੀਆਂ
"You shall not, either on your own or through any other person:",ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਜਾਂ ਕਿਸੇ ਹੋਰ ਵਿਅਕਤੀ ਦੁਆਰਾ ਇਹ ਨਹੀਂ ਕਰ ਸਕਦੇ:
Restrict or inhibit any other person from using the Site,ਕਿਸੇ ਹੋਰ ਵਿਅਕਤੀ ਨੂੰ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਕਰਨ ਤੋਂ ਰੋਕਣਾ ਜਾਂ ਵਰਜਣਾ
Use the Site for any unlawful purpose,ਕਿਸੇ ਵੀ ਗੈਰ-ਕਾਨੂੰਨੀ ਉਦੇਸ਼ ਲਈ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਕਰਨਾ
"Express or imply that any statements you make are endorsed by us, without our prior written consent",ਸਾਡੀ ਪੂਰਵ ਲਿਖਤੀ ਸਹਿਮਤੀ ਤੋਂ ਬਿਨਾਂ ਜ਼ਾਹਰ ਕਰਨਾ ਜਾਂ ਸੰਕੇਤ ਕਰਨਾ ਕਿ ਤੁਹਾਡੇ ਕਿਸੇ ਵੀ ਬਿਆਨ ਨੂੰ ਸਾਡੇ ਦੁਆਰਾ ਤਸਦੀਕ ਕੀਤਾ ਗਿਆ ਹੈ
"Impersonate any person or entity, whether actual or fictitious","ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ ਜਾਂ ਹਸਤੀ ਦੀ ਨਕਲ ਕਰਨਾ, ਭਾਵੇਂ ਅਸਲ ਜਾਂ ਕਾਲਪਨਿਕ ਹੋਵੇ"
Engage in spamming or flooding,ਸਪੈਮਿੰਗ ਜਾਂ ਫਲਡਿੰਗ ਵਿੱਚ ਸ਼ਾਮਿਲ ਹੋਣਾ
Harvest or collect information about Site users,ਸਾਈਟ ਉਪਭੋਗਤਾਵਾਂ ਬਾਰੇ ਜਾਣਕਾਰੀ ਪ੍ਰਾਪਤ ਕਰਨਾ ਜਾਂ ਇਕੱਠੀ ਕਰਨਾ
Open multiple accounts for yourself or any other individual using multiple mobile numbers,ਕਈ ਮੋਬਾਈਲ ਨੰਬਰਾਂ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਆਪਣੇ ਲਈ ਜਾਂ ਕਿਸੇ ਹੋਰ ਵਿਅਕਤੀ ਲਈ ਕਈ ਖਾਤੇ ਖੋਲ੍ਹਣਾ
