en,gu
"Use the Site or Reproduce, modify, display, publicly perform, distribute or create derivative works of the Site or the Content",હું ગરમ ​​રાંધેલા ભોજન વિશે ક્યાં પૂછપરછ કરી શકું?
"The Content in an attempt to, or in conjunction with, any device, program or service designed to circumvent any technological measure that effectively controls access to, or the rights in, the Site and/or Content in any way including, without limitation, by manual Decode, decrypt, modify, or reverse engineer certificate or underlying algorithms or automatic device or process, for any purpose",કૃપા કરીને તમારા સંબંધિત આંગણવાડી કેન્દ્રનો સંપર્ક કરો.
"You will not use bot technology to search for registering participants through the Site; for the avoidance of doubt, this specifically prohibits you from using automated script based or automated software on the Site, and prohibits you from circumventing any security measure, access control system, or other technological control or measure on the Site that is used to enforce participation limits or to maintain the integrity of registering participants rules associated with one mobile number",વધારાના પૂરક ખોરાક માટે કોણ પાત્ર છે?
VII.,જે બાળકો પોષણની ઉણપ તરીકે ઓળખાય છે તેઓ વધારાના આહાર પૂરવણીઓ માટે પાત્ર છે.
INTELLECTUAL PROPERTY RIGHTS,મદદ
We own the intellectual property rights in the Site and Content.,14408
We may change the Content and features of the Site at any time.,support-poshantrackr@gov.
"The registered and unregistered trademarks, logos, and service marks displayed on the Site are owned by us or our licensors.",in
"You may not use our trademarks, logos, and service marks in any way without our prior written permission.",મોબાઈલ એપ ડાઉનલોડ કરો
Material featured on this website may be reproduced free of charge.,Powered By
"However, no part of the Site and no Content may be copied, republished, reproduced, uploaded, posted, displayed publicly, encoded, translated, transmitted or distributed in any way to any other computer, server, Web site or other medium for publication in a derogatory manner or in a misleading context.",વિશે
"You may use information available on the Site, provided that you will (1) use such information only for your personal, non-commercial informational purpose and do not copy or post such information on any networked computer or broadcast it in any media, (2) not make any modifications to any such information and any additional representations or warranties relating to such documents and Content.",સંસાધનો
"Wherever the material is being published or issued to others, the source must be prominently acknowledged.",ડેશબોર્ડ
"However, the permission to reproduce this material shall not extend to any material which is identified as being copyright of a third party. VIII. LIMITATIONS OF MULTI- LINGUAL INTERFACE",હેલ્પડેસ્ક
Translations on the Poshan Tracker Portal & App Chabot are done by third party translators.,વારંવાર પૂછાતા પ્રશ્નો
"While the translations are done on a best effort basis, some of the parts may be incorrect.",પોષણ કેલ્ક્યુલેટર
Certain files and other items on the website cannot be translated.,સેવાની શરતો
"In addition, on translation, some applications and/or services may not function as expected, due to language barriers.",પ્રાઇવસી પોલિસી
"We are working constantly to rectify any errors, omissions, or ambiguities in the translations provided on this portal. IX. LINKS",કારકિર્દ
"The Site may contain links to other websites that may not be owned, maintained, or operated by us.",Copyright@2023  Poshan Tracker.
"The fact that these websites are linked, does not indicate any endorsement of these websites from us, since we do have any control over these websites.",All rights reserved
We are not responsible for these websites including any content or the privacy practices of these websites.,You need to enable JavaScript to run this app.
We strongly encourage you to familiarize yourself with the terms of use of these websites.,Poshan Helpline:
Your use of these websites is at your own risk and peril.,14408
"It is solely up to you to take necessary precautions to ensure that the links you select or any software you may download is free of viruses, worms, Trojan horses, defects, date bombs, time bombs, and other or other computer programming routines which are of destructive nature",JanAndolan
X.,ABHA (હેલ્થ ID)
ACCESS FROM OUTSIDE INDIA,ભાષા
The Site is directed to the people residing in India.,English
We do not represent that Content available on or through the Site is appropriate or available in other locations.,हिंदी
We may limit the availability of the Site or any service or product described on the Site to any person or geographic area at any time.,ગુજરાતી
"If you choose to access the Site from outside India, you do so at your own risk. XI. VIOLATION OF THESE TERMS",મરાઠી
"We may investigate any violation of these Terms, including unauthorized use of the Site.",ಕನ್ನಡ
We may provide law enforcement with information you provide to us related to your transactions to assist in any investigation or prosecution of you.,മലയാളം
We may take legal action that we feel is appropriate.,தமிழ்
"If we determine that you have violated these Terms or the law, or for any other reason or for no reason, we may block your account and will prevent you from accessing the Site at any time without notice to you. XII. RE-DISTRIBUTION",తెలుగు
Authorized organizations shall not re-distribute any data that they are able to access through the API/ No-code webpage integration and shall ensure that integration of all such data shall compulsorily be limited to the specific services provided by Poshan Tracker.,বাংলা
"Under no circumstances, shall an organization use the data collected as part of the Poshan Abhiyaan of the Government for any purposes other than the purposes specified herein, and as may be permitted by the government. XIII. COMPLIANCE WITH LAW, THIRD PARTY RIGHTS, AND OTHER TERMS OF SERVICE",অসমীয়া
"The authorized organizations will comply with all applicable laws, regulation, policies and third-party rights (including and without limitation, any laws regarding the import or export of data or software, privacy, and local laws) established by Government of India.",ਪੰਜਾਬੀ
